,delta_abs,theta_abs,alpha_abs,beta_abs,gamma_abs,delta_rel,theta_rel,alpha_rel,beta_rel,gamma_rel,theta_alpha_ratio,theta_beta_ratio,alpha_beta_ratio,delta_theta_ratio,theta_alpha_beta_ratio,delta_frontal,theta_frontal,alpha_frontal,beta_frontal,gamma_frontal,delta_central,theta_central,alpha_central,beta_central,gamma_central,delta_parietal,theta_parietal,alpha_parietal,beta_parietal,gamma_parietal,delta_occipital,theta_occipital,alpha_occipital,beta_occipital,gamma_occipital,delta_temporal,theta_temporal,alpha_temporal,beta_temporal,gamma_temporal,theta_alpha_frontal_ratio,alpha_beta_frontal_ratio,theta_alpha_central_ratio,alpha_beta_central_ratio,theta_alpha_parietal_ratio,alpha_beta_parietal_ratio,theta_alpha_occipital_ratio,alpha_beta_occipital_ratio,theta_alpha_temporal_ratio,alpha_beta_temporal_ratio,delta_frontoparietal_diff,delta_frontoparietal_ratio,theta_frontoparietal_diff,theta_frontoparietal_ratio,alpha_frontoparietal_diff,alpha_frontoparietal_ratio,beta_frontoparietal_diff,beta_frontoparietal_ratio,gamma_frontoparietal_diff,gamma_frontoparietal_ratio
alpha_beta_parietal_ratio,0.035980560668761125,0.32499407745274467,0.6836727210566265,0.10591341216784572,0.07825889739626701,-0.3738356944925417,0.08034193667351361,0.6152371631670477,-0.34370228971450906,-0.21845247102479246,-0.2665893229246509,0.3159829849961885,0.8506402439557245,-0.051718650760872995,-0.16436214993137419,0.027812127728745032,0.25100743091472916,0.6285223486774533,0.1308203133601233,0.10196504808292442,0.06364826174898451,0.2860129322884324,0.5429538741048561,0.06944280354363061,-0.0034862337540483607,0.09854876291317366,0.3769274148276162,0.6962451436868219,0.04563431554913426,0.008826176975189079,0.019163408579394907,0.3515870050466408,0.5366802208170565,0.08519112378274002,0.03968391449956299,0.03631566811559929,0.2736012122653667,0.5018729521417225,0.07822999630141986,0.04202081621816788,-0.2280379464445577,0.6612686742502206,-0.2247197074309315,0.630655060634077,-0.25438945597381535,1.0,-0.17933540612025387,0.7538166800891861,-0.16875623494871542,0.5162595607472796,-0.013679212927117506,-0.06379350575108685,-0.36106623524452663,-0.18455884868201,-0.6669328567186773,-0.2931250412914412,0.10338648182037889,0.026515539151083706,0.10777179607223442,0.04906526791592687
theta_alpha_occipital_ratio,0.1208901590086335,0.1884013987895553,-0.13178396682911667,-0.07954907276868035,-0.03578867820688855,0.05362979338006363,0.30597351482792984,-0.33435522500303,-0.08399588730125283,-0.003150181194078396,0.6138624004536457,0.301490643653658,-0.15114607208099673,-0.00782412524623097,0.5705573305352285,0.09661128817266652,0.19663281612215625,-0.10121851180025988,-0.06340756659338849,-0.028692297065188017,0.11192225563340298,0.10299400732812261,-0.0740623288487788,-0.05698052774866632,-0.010732028307041168,0.11696201520921604,0.16702661058659596,-0.141996862198955,-0.0893818899104277,-0.04808159804121051,0.21122722326312646,0.22828860199840934,-0.1495568438365155,-0.10930913942570038,-0.049922490124731246,0.04586582128709107,0.08308236988729592,-0.09205524089408897,-0.06406424202144825,-0.05408700362139498,0.5034956477878041,-0.10527981343537768,0.28136971685178913,-0.05679434857672196,0.6575099693950572,-0.17933540612025387,1.0,-0.21342042024205937,0.2820710305882906,-0.05103588384479773,0.07441140494461827,-0.007317935649875533,-0.06367191797680706,0.0022342296914638748,0.14851098975363028,0.21731120448986202,0.008846011902849435,0.06569679854736704,-0.015273960517565775,0.05586606350535515
alpha_beta_occipital_ratio,0.03832081896473118,0.2103749494450808,0.5528473565677869,0.07176849165312746,0.04360141676624673,-0.2558345702708788,-0.0047741438420211965,0.48842734779182756,-0.2576509277753225,-0.16453315088907045,-0.21599039858227898,0.2182794120731326,0.6982646865064673,-0.028202637045111785,-0.14574141391094622,0.03197154084902399,0.1589480095409406,0.49494105982740405,0.0854653362333781,0.058044913569350376,0.05175852837053039,0.15257603904515013,0.3253775035999534,0.046290357050983416,-0.008137578730288343,0.07688643122343686,0.24282325901498603,0.5531256642893017,0.040980161214678824,5.015063987082977e-05,0.03228133610484382,0.32215143690218145,0.611078201695581,0.036975148494440675,-0.0038621518593011735,0.03838552272310475,0.16715323416473296,0.3017169154517699,0.08050130936176123,0.04272799714035484,-0.17819608946845802,0.5569638084385415,-0.14484569837250896,0.3669764441899036,-0.20433284602437424,0.7538166800891861,-0.21342042024205937,1.0,-0.09453778037430227,0.2688907855167587,0.003968587489101583,-0.014216418215303553,-0.23571294915553628,-0.10701049476779519,-0.5318691395213656,-0.20685657792686413,0.05775469325405126,0.013857788274217693,0.06299253065815744,0.012075924466671504
theta_alpha_temporal_ratio,0.17642149295821155,0.17810498501769698,-0.14830270224970424,-0.10439235719565365,-0.06390809434553985,0.12977773523397887,0.28245151584922096,-0.3981969858311231,-0.1293758018872532,-0.025751965634859115,0.6458717459239612,0.31993815497692074,-0.1647207422296766,-0.0029747984427183137,0.6071721624774231,0.1665810492421384,0.2091826981172432,-0.11050240144285911,-0.08001484512497568,-0.040189839890351874,0.16877391128846855,0.12457822470159448,-0.1671559454285359,-0.10902734860888882,-0.05100255130530456,0.15688154128859938,0.11370468405392671,-0.14478743016978785,-0.10889828883269469,-0.09556372455043406,0.1562617642845247,0.11874603022089847,-0.10105344991513686,-0.08567823731376387,-0.10728841677424451,0.11986066406355124,0.18020592862797682,-0.22049284852140388,-0.11933145947238855,-0.10425366197933149,0.5679592887202667,-0.10619447001227764,0.5936364847811907,-0.1631778132830982,0.5215871953277829,-0.16875623494871542,0.2820710305882906,-0.09453778037430227,1.0,-0.217233274567886,0.1525349913495239,0.03449847546607529,0.04161046587903362,0.1539357257195164,0.1480502917410793,0.15957716072474393,0.007749878385448034,0.06259493934069128,-0.012080511849793817,0.08535510455952357
alpha_beta_temporal_ratio,0.013469727611016368,0.26605749243580296,0.4043527561268485,-0.01858871512508892,-0.04585884143452284,-0.26563196780577414,0.13076640001932796,0.4011043861088612,-0.2984973006753244,-0.21817518321524854,-0.152074594660545,0.30121520754179815,0.6045513080372242,-0.0479206006610748,-0.062371692288554624,0.007523681137462448,0.2152141048488338,0.358729410397548,-0.01928485480200679,-0.02107691096547182,0.052451091074859166,0.2649351742234998,0.43848021983928553,-0.011445585257384204,-0.04778334897663257,0.07451384560346405,0.2751371876566137,0.3820088215729266,0.033444447415851515,-0.03348284114529145,-0.000420209539015695,0.20966813768890635,0.20307764622256141,0.04109760772575616,0.002214063257818731,0.020581271281661134,0.3228498520096807,0.5920274594527443,-0.14987528969401864,-0.14747657213483406,-0.11124127176673435,0.48042747606907876,-0.17924355157334998,0.5792600930466397,-0.1265192172727451,0.5162595607472796,-0.05103588384479773,0.2688907855167587,-0.217233274567886,1.0,-0.02959089238465636,-0.07699963353718453,-0.22747639030703634,-0.10111114043737572,-0.3594970234458224,-0.1359243179398848,-0.05045132890683415,-0.07267768492333561,-0.011826470696267055,-0.021430256756950643
delta_frontoparietal_diff,0.914969070654447,0.18784992655092062,0.06729339841335877,0.11345789726889115,0.10065171315259297,0.3618381969899473,-0.2257050668835507,-0.20701719539492996,-0.1784699072167431,-0.11355411839941153,0.22981010396963644,0.16593842119586982,0.009120609081151393,0.16247489461981612,0.2461325360476444,0.9607389985459037,0.3064718133033704,0.09603828202008349,0.08641449001230697,0.08143932021353492,0.7733414786512911,0.04170710360806603,0.016550556810330446,0.05630993475977471,0.05436976068081366,0.6824963326713027,0.020205060553161798,0.041243284746409786,0.09734059875106145,0.06919339436108726,0.36651845740204886,0.08041230505184224,0.06244668035078969,0.14760138117967522,0.08053126110411743,0.5895171126300596,0.15964827813970212,0.07385560519188529,0.1292093575936648,0.10550533288714907,0.26295869194154486,0.02557555239540752,0.13886968360109028,-0.0056540550770238516,0.11285227652312328,-0.013679212927117506,0.07441140494461827,0.003968587489101583,0.1525349913495239,-0.02959089238465636,1.0,0.3540666051043727,0.3111324798849553,0.3427628140627695,-0.012264657396705243,0.15719935945660854,0.00939480510128501,-0.018158759982671444,0.06556286276300005,-0.005706927137709582
delta_frontoparietal_ratio,0.2685934328075779,-0.019651938251398937,-0.036496136391772745,0.0602182254335203,0.09003892586576887,0.3659624129388405,-0.2605968377061505,-0.2099767530992646,-0.12560966053144354,-0.06223380719173935,0.08072810769256626,0.0033525777277116538,-0.059694431535401445,0.13038354980686326,0.07132023045006793,0.2842104531839558,0.037024925127475426,-0.01904800004802409,0.042823809074417726,0.05703407624435353,0.2138114163168888,-0.06500599160278582,-0.05255784049577246,0.024281574222663686,0.09888861541322035,0.09424801299749698,-0.094865096292729,-0.05153726283285205,0.05223299587766893,0.09206832064388865,0.06754801934411163,-0.05214009057518992,-0.01286096915245238,0.060134223425609014,0.03322013562419324,0.15223451206698388,-0.015611664981052159,-0.022222516757410982,0.09567676609044601,0.1337283507921734,0.1113843045700958,-0.042668726987431474,0.0489934518585212,-0.05253808273354836,-0.013944818877125571,-0.06379350575108685,-0.007317935649875533,-0.014216418215303553,0.03449847546607529,-0.07699963353718453,0.3540666051043727,1.0,0.2038849080441091,0.42931495292801486,0.06209594869495164,0.25408044281663783,0.0011544175335276797,0.06371981164659307,0.03151918261211886,0.04797314560846277
theta_frontoparietal_diff,0.2053782392186578,-0.5268087080682641,-0.42501730895001283,-0.15173789262059434,-0.04587177803075828,0.3587158192248799,-0.43539584924582375,-0.18285990342581454,0.16422587354297,0.14828600288299965,0.0024230955898323697,-0.3948751846099499,-0.377692213736742,0.07406576025836702,-0.07914022069517146,0.24071579335804713,-0.28753078114556324,-0.3889591118262968,-0.10139559636673467,-0.053464464537272965,0.11910377745523257,-0.4961589738414168,-0.3795105848696255,-0.16514109613466002,-0.007842500743492836,0.05902860039581832,-0.7748936060227166,-0.44419635843683836,-0.20088423657656315,-0.044947232461915614,0.07582425729198349,-0.59683616500456,-0.26911607113820546,-0.13539217629058664,-0.03357511962307096,0.15814953375435178,-0.33916212817930874,-0.30070557125350156,-0.06793998286802333,0.003938621827303717,0.076265499193051,-0.3158372404004429,0.0291450011018865,-0.290474362423416,-0.1059151951710221,-0.36106623524452663,-0.06367191797680706,-0.23571294915553628,0.04161046587903362,-0.22747639030703634,0.3111324798849553,0.2038849080441091,1.0,0.41800301379125226,0.43106878044141267,0.23578528013847916,0.06494171698406384,0.07961582008994306,-0.043199400322757354,0.010901437224557057
theta_frontoparietal_ratio,0.2990742100373631,-0.010239282870735248,-0.1329953702959514,-0.00947555395101572,0.023272705299065215,0.3669279210226998,-0.19899120840490703,-0.2956314956181678,-0.07302790790891919,-0.026052875209186446,0.23076342399583172,0.08087246161842113,-0.14476331742458576,0.12721371033005083,0.21847701534512948,0.3118968547943168,0.11741870167706622,-0.08375715307563493,0.0033101975379442854,0.017399397942813585,0.2363366293209335,-0.06349049258366518,-0.13334562485795617,-0.04558381166681144,0.024412810300374593,0.18807496097709223,-0.16709624312895113,-0.1620781502562605,-0.033309839861496965,-0.0025048644431194065,0.1214633827141764,-0.10469733534514619,-0.09181703032682582,-0.004961702121781816,0.005481181731172881,0.19058730326694823,0.0023898547388450974,-0.08921685371383252,0.014741415461063138,0.036394725139988426,0.31594309291722417,-0.07321616027047283,0.20213663273970978,-0.11232909565671878,-0.0038388774830593934,-0.18455884868201,0.0022342296914638748,-0.10701049476779519,0.1539357257195164,-0.10111114043737572,0.3427628140627695,0.42931495292801486,0.41800301379125226,1.0,0.18423366299793595,0.4565142003122942,0.032824372542734674,0.09201793500808184,0.019714325041501765,0.041967771765945676
alpha_frontoparietal_diff,-0.08978698160980478,-0.3444394363138956,-0.9017035583218188,-0.371155581021509,-0.16477192519589073,0.2965610888997625,-0.004859310552623356,-0.5310338193259639,0.20936218058878908,0.20930644875013132,0.2185071554199616,-0.16819903731851812,-0.6789144043548367,0.03706588120360545,0.1648870695975153,-0.07391326446605415,-0.2448218586735778,-0.7328900858245135,-0.2620980679554641,-0.13983318290190494,-0.14420965534135358,-0.29794696120924236,-0.603956331714549,-0.34390211532584264,-0.09637868484891551,-0.17203833555582682,-0.41380608525142165,-0.9734184228655997,-0.4449794227437303,-0.17517956359208087,-0.03972842398852121,-0.3882378943223826,-0.8200075991673347,-0.44606367773686956,-0.17928935125020945,-0.06907270343637592,-0.3035827672415217,-0.6052785789302126,-0.26717144542605087,-0.12869678684547678,0.16721653877357107,-0.501683393951958,0.18412768525426731,-0.4112108901398678,0.20786979223805993,-0.6669328567186773,0.14851098975363028,-0.5318691395213656,0.1480502917410793,-0.3594970234458224,-0.012264657396705243,0.06209594869495164,0.43106878044141267,0.18423366299793595,1.0,0.3140695366987701,0.10275493567583827,0.11104208726736736,-0.09396371241813702,0.04831889150277397
alpha_frontoparietal_ratio,0.12856939461143618,-0.010731315000405932,-0.18506577024652196,-0.05823975561644604,0.00539939758222114,0.22402869441718123,-0.05197162744447185,-0.30686176219980993,0.046468026024113714,0.11046121817514984,0.2667576782983828,0.08156440894501152,-0.19600175432963338,0.07296164161184547,0.23539421791151421,0.13325926331885787,0.05748956242393836,-0.06761844635635852,-0.03744562071844546,-0.0019127056143161889,0.09709398498786675,-0.024399730342277465,-0.14068652071279664,-0.05340718416040889,0.030567986709310414,0.06048144669777782,-0.10002524478695167,-0.25099640342161816,-0.11277303961079864,-0.037714734159674426,0.09001052553987104,-0.06410668262342804,-0.1804641749238656,-0.10250519072341713,-0.024364967674798718,0.09169437329406596,-0.01740243860202726,-0.1319036122549174,-0.00405409707012621,0.030786700875869554,0.11752461331952675,-0.03978984968906474,0.19729994882692758,-0.13623960433718127,0.3547304006736224,-0.2931250412914412,0.21731120448986202,-0.20685657792686413,0.15957716072474393,-0.1359243179398848,0.15719935945660854,0.25408044281663783,0.23578528013847916,0.4565142003122942,0.3140695366987701,1.0,0.057803979512226586,0.17874225432666122,0.010373701619349848,0.0944960098305294
beta_frontoparietal_diff,-0.008242955156986918,-0.05133312452465255,-0.06285185669748532,0.266890204741166,0.4771642077294385,-0.0587250545792837,-0.028874355687995745,-0.019383096846170067,0.21011751961367053,0.24288107519136687,-0.01205291355659116,-0.11078610026138246,-0.17362406928546265,-0.0027044617053128286,-0.039016572571632734,0.0001082907171804807,-0.024836684272566426,-0.022977251131864402,0.6537392331396219,0.6504201031693103,0.017937817759979647,-0.06122700800299036,-0.02430095829262871,0.08041087480735745,0.2178979883610632,-0.017079647995347235,-0.05439088181966985,-0.08240674799851345,-0.32341081742427996,-0.09301638422013389,0.009067510287663347,-0.03165601901106237,-0.042654989229246695,-0.21127422990855926,-0.0337533705349892,0.032629630787117836,-0.020425110480048855,-0.020310568700066346,0.06589828411487589,0.11060026202971643,-0.01697423485357765,-0.26106548540881164,-0.023486686639558024,-0.017857608212677442,-0.008279129936317485,0.10338648182037889,0.008846011902849435,0.05775469325405126,0.007749878385448034,-0.05045132890683415,0.00939480510128501,0.0011544175335276797,0.06494171698406384,0.032824372542734674,0.10275493567583827,0.057803979512226586,1.0,0.4654559095376451,0.7367515304344929,0.4575449179424996
beta_frontoparietal_ratio,-0.06227379401297651,-0.11769985565383875,-0.12452231364371162,0.005904491810027488,0.10660784673166854,-0.10305197377577834,-0.060077113971308424,-0.11530513347472579,0.4964299933618014,0.6230737850184722,0.03277422799345213,-0.15785176428333883,-0.22173277915091136,0.0057409364335537965,-0.06879144304788726,-0.047587801821446674,-0.09658204961581122,-0.11078095815451611,0.2260408547215311,0.2120129737264887,-0.09245784410791945,-0.11683805826886759,-0.10972539169286906,-0.12039370485588706,-0.0023256740498089055,-0.09179548637594531,-0.1103263430416053,-0.11798748330918489,-0.2483779922224383,-0.14099135501418955,-0.028580758952039164,-0.092700793330296,-0.07790494803810571,-0.19205464354034005,-0.1314339805496045,-0.0477027856785365,-0.09541049043047234,-0.11053063745941138,-0.07197232281597009,-0.011830588041372906,0.005529987341949601,-0.2625056009948079,-0.005398305558599868,-0.0690184559799464,0.041104488559448184,0.026515539151083706,0.06569679854736704,0.013857788274217693,0.06259493934069128,-0.07267768492333561,-0.018158759982671444,0.06371981164659307,0.07961582008994306,0.09201793500808184,0.11104208726736736,0.17874225432666122,0.4654559095376451,1.0,0.27668751744767345,0.747146186523794
gamma_frontoparietal_diff,0.0799142619507117,0.09784492358934684,0.14300990543479003,0.5269802802865328,0.8056808343385568,-0.08360939006939754,-0.01313386416012336,0.03785118511250247,0.13469587553474338,0.19305494190077271,-0.03700647198510285,-0.057207672967527726,-0.06477730968404224,-0.0006261351854813871,-0.04820411518402026,0.07670335758951723,0.09896151226296093,0.16195926838228591,0.7467575349894592,0.953175551592681,0.15172385969884858,0.09176445285918237,0.12814727341542304,0.3565952465021579,0.46389585096451147,0.08087431077516063,0.09058819074663614,0.1228055078296449,0.09324497357205862,0.10509830862037717,0.033014727794376364,0.07552703700393675,0.11893783056542838,0.13101130596435692,0.12057469338674948,0.09631946711201225,0.09659025570062243,0.1205157174041739,0.27437975408568965,0.3307176825200011,-0.03717017931988001,-0.13679953395942135,-0.03877301850131956,0.030633488706145462,-0.0361096314267628,0.10777179607223442,-0.015273960517565775,0.06299253065815744,-0.012080511849793817,-0.011826470696267055,0.06556286276300005,0.03151918261211886,-0.043199400322757354,0.019714325041501765,-0.09396371241813702,0.010373701619349848,0.7367515304344929,0.27668751744767345,1.0,0.4218464691699366
gamma_frontoparietal_ratio,-0.036615204122368426,-0.04768311806749685,-0.05975354492824299,0.07653623534429986,0.17963188270177521,-0.11737447202548959,-0.003739799509104878,-0.08261183802213455,0.34879464005185745,0.5552489769636388,0.03493842274455708,-0.12267983795526399,-0.18567143299348313,0.005273432155740573,-0.040330110530563394,-0.02498899492592013,-0.039897119705314475,-0.049780509130145936,0.2899611425775397,0.33388572736943195,-0.05585492082772047,-0.04376643194817692,-0.05091425343902594,-0.06703055105723876,-0.009153504223822799,-0.0552794306809496,-0.03270934688157466,-0.05187140867126153,-0.15942171745807396,-0.17995807755944612,-0.012776043988966465,-0.03778931442468519,-0.03116318788829641,-0.08762478617481378,-0.15590077905398508,-0.02933056588648289,-0.04085035308993241,-0.07315136193179107,-0.07542993578817532,-0.044512904979887566,0.009319672975111569,-0.24837562404105853,0.003849345362528207,-0.03250296616247158,0.03880605571248404,0.04906526791592687,0.05586606350535515,0.012075924466671504,0.08535510455952357,-0.021430256756950643,-0.005706927137709582,0.04797314560846277,0.010901437224557057,0.041967771765945676,0.04831889150277397,0.0944960098305294,0.4575449179424996,0.747146186523794,0.4218464691699366,1.0
