target,feature,mean_difference,cohen_d,abs_cohen_d,p_fdr,fdr_significant,effect_magnitude_final,final_evidence_class,final_priority_score_v1,direction,ml_mean_abs_permutation_importance,ml_mean_sign_consistency_x,ml_mean_stability_score_x,ml_best_rank_x,remember_abs_effect_x,correct_abs_effect_x,cross_target_pattern_x,direction_relationship_x,significance_pattern_x,evidence_statistical_effect,evidence_fdr_significance,evidence_direction_consistency,evidence_ml_stability,evidence_ml_importance,evidence_cross_target,final_scientific_evidence_score,final_evidence_class_v2,final_scientific_rank_v2,global_feature_rank_v2,ml_mean_permutation_importance,ml_max_permutation_importance,ml_mean_sign_consistency_y,ml_mean_stability_score_y,ml_best_rank_y,remember_abs_effect_y,correct_abs_effect_y,cross_target_pattern_y,significance_pattern_y,direction_relationship_y,publication_priority,effect_direction,publication_effect_magnitude
remember,gamma_rel,0.0002476360551346,0.0075791241470586,0.0075791241470586,0.6195672198226734,False,negligible,non_significant,0.0,positive,0.0068870528335955,0.7,0.0042785059351315,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.030359318355536,0.0,0.0,0.7,0.4842503710831188,0.5,0.2460148666971959,ml_supported_evidence,44,51,0.00688705283359555,0.0123113633174489,0.7,0.00427850593513155,16,0.0002476360551346,0.0012532810482517,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,beta_frontoparietal_diff,-0.0004816229401669,-0.0011868798601503,0.0011868798601503,0.9318645678505734,False,negligible,non_significant,0.0,negative,0.0071649368344698,0.7,0.0049581179657687,8,0.0004816229401669,0.0525472242842672,weak_cross_target_pattern,same_direction,significant_correct_only,0.0018470945304543,0.0,0.0,0.7,0.5047924006681889,0.5,0.2409410136994324,ml_supported_evidence,45,31,0.0071649368344698,0.0073560628956703,0.7,0.0049581179657687,8,0.0004816229401669,0.0525472242842672,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,negative,very_small
remember,delta_frontoparietal_ratio,0.0091484223653113,0.0075561753071401,0.0075561753071401,0.6195672198226734,False,negligible,non_significant,0.0,positive,0.0030330416944707,0.8,0.0019319946150372,32,0.0091484223653113,0.069527851805583,weak_cross_target_pattern,opposite_direction,significant_correct_only,0.0302569564258422,0.0,0.0,0.8,0.199350158793034,0.5,0.237499254985764,ml_supported_evidence,46,38,0.0030330416944707,0.0055052353971673,0.8,0.00193199461503725,32,0.0091484223653113,0.069527851805583,weak_cross_target_pattern,significant_correct_only,opposite_direction,exploratory,positive,very_small
remember,alpha_frontal,-0.0242559269682092,-0.0136974350604846,0.0136974350604846,0.3941173734800816,False,negligible,non_significant,0.0,negative,0.0021939683097671,0.9,0.0020589928651441,34,0.0242559269682092,0.1761544002949546,target_dissociated,opposite_direction,significant_correct_only,0.0576496787305798,0.0,0.0,0.9,0.137323305003686,0.25,0.2331447501830135,ml_supported_evidence,47,36,0.0021939683097671,0.0030381821733048,0.9,0.00205899286514415,34,0.0242559269682092,0.1761544002949546,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,theta_alpha_central_ratio,-0.0040230730696786,-0.0026636156982537,0.0026636156982537,0.8787550533952064,False,negligible,non_significant,0.0,negative,0.0024272283492597,0.8,0.001528698226299,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0084339865290528,0.0,0.0,0.8,0.1545665957912004,0.5,0.2275651562113833,ml_supported_evidence,48,54,0.00242722834925975,0.0044926506148036,0.8,0.00152869822629905,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,negative,very_small
correct,theta_alpha_central_ratio,0.0011671837226672,0.0007727739828918,0.0007727739828918,0.9790552018633376,False,negligible,non_significant,0.0,positive,0.0024272283492597,0.8,0.001528698226299,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0,0.0,0.0,0.8,0.1545665957912004,0.5,0.2254566595791201,ml_supported_evidence,54,54,0.00242722834925975,0.0044926506148036,0.8,0.00152869822629905,39,0.0040230730696786,0.0011671837226672,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,theta_rel,-0.0025920982226814,-0.0203195364647338,0.0203195364647338,0.2365792551830987,False,negligible,non_significant,0.0,negative,0.0039801707477693,0.6,0.0023881024486615,25,0.0025920982226814,0.0247383786040161,weak_cross_target_pattern,opposite_direction,significant_correct_only,0.0871871664979101,0.0,0.0,0.6,0.2693648158892643,0.5,0.2187332732134039,ml_supported_evidence,49,29,0.0039801707477693,0.0072815043605287,0.6,0.00238810244866155,25,0.0025920982226814,0.0247383786040161,weak_cross_target_pattern,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,alpha_rel,0.0034309465301826,0.0253251429847427,0.0253251429847427,0.1534755902104805,False,negligible,non_significant,0.0,positive,0.0004776984197269,0.7,0.0003762971489655,43,0.0034309465301826,0.0175304277247444,weak_cross_target_pattern,same_direction,significant_correct_only,0.1095143753893292,0.0,0.0,0.7,0.0104514205258028,0.5,0.2184237358999126,ml_supported_evidence,50,37,0.00047769841972693857,0.0008967809712943,0.7,0.00037629714896557316,43,0.0034309465301826,0.0175304277247444,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
remember,alpha_frontoparietal_ratio,0.0066978027009623,0.0171278030209513,0.0171278030209513,0.2988155563626926,False,negligible,non_significant,0.0,positive,0.000581563761092,0.7,0.0003765856137707,47,0.0066978027009623,0.0200598330384644,weak_cross_target_pattern,opposite_direction,not_fdr_significant,0.0729506301181121,0.0,0.0,0.7,0.0181294621132026,0.5,0.2100506037408482,ml_supported_evidence,51,53,0.0005815637610920501,0.0008866539510294,0.7,0.0003765856137707,47,0.0066978027009623,0.0200598330384644,weak_cross_target_pattern,not_fdr_significant,opposite_direction,exploratory,positive,very_small
remember,beta_occipital,0.0124622517896336,0.0232360755883752,0.0232360755883752,0.1912390089786783,False,negligible,non_significant,0.0,positive,0.0011811024770591,0.6,0.0007086614862355,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,same_direction,significant_correct_only,0.1001962150504164,0.0,0.0,0.6,0.0624491854583557,0.5,0.2012939723084396,ml_supported_evidence,52,42,0.00118110247705915,0.0020136741714408,0.6,0.0007086614862355001,48,0.0124622517896336,0.03696126697373,weak_cross_target_pattern,significant_correct_only,same_direction,exploratory,positive,very_small
remember,alpha_beta_occipital_ratio,-0.3011693679807816,-0.0258828177785306,0.0258828177785306,0.1480707834853794,False,negligible,non_significant,0.0,negative,0.0003363159658412,0.7,0.0001600816642379,55,0.3011693679807816,0.9078951350575944,target_dissociated,opposite_direction,significant_correct_only,0.1120018504964136,0.0,0.0,0.7,0.0,0.25,0.1930004626241034,exploratory_evidence,53,43,0.00033631596584126185,0.0005874476720112,0.7,0.00016008166423791187,55,0.3011693679807816,0.9078951350575944,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,theta_alpha_parietal_ratio,-0.021540623757889,-0.014089596638575,0.014089596638575,0.393430396838869,False,negligible,non_significant,0.0,negative,0.0045144717681179,0.6000000000000001,0.0035792002301505,17,0.021540623757889,0.0862189671251065,target_dissociated,opposite_direction,significant_correct_only,0.0593988920253549,0.0,0.0,0.6000000000000001,0.3088619705754091,0.25,0.1907359200638796,ml_supported_evidence,54,44,0.00451447176811795,0.0088670576145169,0.6000000000000001,0.0035792002301505517,17,0.021540623757889,0.0862189671251065,target_dissociated,significant_correct_only,opposite_direction,exploratory,negative,very_small
remember,theta_alpha_temporal_ratio,-0.0404204162061454,-0.0205651245509221,0.0205651245509221,0.2325156448518141,False,negligible,non_significant,0.0,negative,0.0014346148991075,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0882825974870723,0.0,0.0,0.5,0.0811895938932283,0.5,0.1801896087610909,exploratory_evidence,55,55,0.0014346148991075001,0.002456881928861,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,negative,very_small
correct,theta_alpha_temporal_ratio,-0.0099048116899713,-0.0050391154361881,0.0050391154361881,0.8906554669090857,False,negligible,non_significant,0.0,negative,0.0014346148991075,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,same_direction,not_fdr_significant,0.0190297612185661,0.0,0.0,0.5,0.0811895938932283,0.5,0.1628763996939644,exploratory_evidence,55,55,0.0014346148991075001,0.002456881928861,0.5,0.0008195341525291,45,0.0404204162061454,0.0099048116899713,weak_cross_target_pattern,not_fdr_significant,same_direction,exploratory,negative,very_small
